captura,precio,agencia,aseos,zona,superficie,habitaciones,gastos,extras
2024-09-06,285968,Fazwaz,2.0,"Cumbaya, Quito",120.0,2,N/A,"Esta propiedad es un apartamento de 120 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $285,968 ($2,383/m²). 2 Habitación Apartamento en venta en 104: Amazing Condos in the Heart of Cumbayá just minutes from Quito 2 Habitación Apartamento en venta en 104: Amazing Condos in the Heart of Cumbayá just minutes from Quito"
2024-09-06,152865,Fazwaz,1.0,"Cumbaya, Quito",63.0,1,N/A,"Esta propiedad es un apartamento de 63 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $152,865 ($2,426/m²). 1 Habitación Apartamento en venta en 205: Amazing Condos in the Heart of Cumbayá just minutes from Quito 1 Habitación Apartamento en venta en 205: Amazing Condos in the Heart of Cumbayá just minutes from Quito"
2024-09-06,284089,Fazwaz,2.0,"Cumbaya, Quito",128.0,2,N/A,"Esta propiedad es un apartamento de 128 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $284,089 ($2,219/m²). 2 Habitación Apartamento en venta en 305: Amazing Condos in the Heart of Cumbayá just minutes from Quito 2 Habitación Apartamento en venta en 305: Amazing Condos in the Heart of Cumbayá just minutes from Quito"
2024-09-06,499000,Fazwaz,3.0,"Quito, Quito",760.01,3,N/A,"Esta propiedad es un apartamento de 760.01 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $499,000 ($657/m²). 3 Habitación Apartamento en venta en Incredible Centrally Located Penthouse 3 Habitación Apartamento en venta en Incredible Centrally Located Penthouse"
2024-09-06,271626,Fazwaz,3.0,"Cumbaya, Quito",139.0,3,N/A,"Esta propiedad es un apartamento de 139 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $271,626 ($1,954/m²). 3 Habitación Apartamento en venta en 2001: Amazing Condos in the Heart of Cumbayá just minutes from Quito 3 Habitación Apartamento en venta en 2001: Amazing Condos in the Heart of Cumbayá just minutes from Quito"
2024-09-06,159263,Fazwaz,1.0,"Cumbaya, Quito",63.0,1,N/A,"Esta propiedad es un apartamento de 63 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $159,263 ($2,528/m²). 1 Habitación Apartamento en venta en 405: Amazing Condos in the Heart of Cumbayá just minutes from Quito 1 Habitación Apartamento en venta en 405: Amazing Condos in the Heart of Cumbayá just minutes from Quito"
2024-09-06,180000,Fazwaz,3.0,"Quito, Quito",228.0,4,N/A,"Esta propiedad es un apartamento de 228 m² con 4 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $180,000 ($789/m²). 4 Habitación Apartamento en venta en Experience Living In The Mountains Of Quito In This Beautiful Condo 4 Habitación Apartamento en venta en Experience Living In The Mountains Of Quito In This Beautiful Condo"
2024-09-06,99700,Fazwaz,2.0,"Quito, Quito",95.0,3,N/A,"Esta propiedad es un apartamento de 95 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $99,700 ($1,049/m²). 3 Habitación Apartamento en venta en Eloy Alfaro - Quito 3 Habitación Apartamento en venta en Eloy Alfaro - Quito"
2024-09-06,252434,Fazwaz,2.0,"Cumbaya, Quito",113.0,2,N/A,"Esta propiedad es un apartamento de 113 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $252,434 ($2,234/m²). 2 Habitación Apartamento en venta en 202: Amazing Condos in the Heart of Cumbayá just minutes from Quito 2 Habitación Apartamento en venta en 202: Amazing Condos in the Heart of Cumbayá just minutes from Quito"
2024-09-06,70000,Fazwaz,2.0,"Quito, Quito",115.0,3,N/A,"Año de construcción 2010 Esta propiedad es un apartamento de 115 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $70,000 ($609/m²). 3 Habitación Apartamento en venta en Quito 3 Habitación Apartamento en venta en Quito"
2024-09-06,140000,Fazwaz,2.0,"Quito, Quito",95.0,3,N/A,"Esta propiedad es un apartamento de 95 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $140,000 ($1,474/m²). 3 Habitación Apartamento en venta en Apartment For Sale in Quito 3 Habitación Apartamento en venta en Apartment For Sale in Quito"
2024-09-06,264110,Fazwaz,2.0,"Conocoto, Quito",148.53,3,N/A,"Esta propiedad es un apartamento de 148.53 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $264,110 ($1,778/m²). 3 Habitación Apartamento en venta en Homu -201: Apartment For Sale in Quito 3 Habitación Apartamento en venta en Homu -201: Apartment For Sale in Quito"
2024-09-06,323400,Fazwaz,2.0,"Cumbaya, Quito",147.1,3,N/A,"Esta propiedad es un apartamento de 147.10 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $323,400 ($2,198/m²). 3 Habitación Apartamento en venta en #3 Anantara: Exclusive Condo for Sale in Cumbayá 3 Habitación Apartamento en venta en #3 Anantara: Exclusive Condo for Sale in Cumbayá"
2024-09-06,174402,Fazwaz,2.0,"Quito, Quito",101.82,3,N/A,"Esta propiedad es un apartamento de 101.82 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $174,402 ($1,713/m²). 3 Habitación Apartamento en venta en E 1005 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location 3 Habitación Apartamento en venta en E 1005 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location"
2024-09-06,323125,Fazwaz,2.0,"Cumbaya, Quito",134.0,3,N/A,"Esta propiedad es un apartamento de 134 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $323,125 ($2,411/m²). 3 Habitación Apartamento en venta en #213 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #213 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,158197,Fazwaz,2.0,"Quito, Quito",96.83,3,N/A,"Esta propiedad es un apartamento de 96.83 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $158,197 ($1,634/m²). 3 Habitación Apartamento en venta en G 707 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location 3 Habitación Apartamento en venta en G 707 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location"
2024-09-06,407925,Fazwaz,2.0,"Cumbaya, Quito",166.0,3,N/A,"Esta propiedad es un apartamento de 166 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $407,925 ($2,457/m²). 3 Habitación Apartamento en venta en #215 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #215 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,220000,Fazwaz,4.0,"Quito, Quito",155.0,4,N/A,"Esta propiedad es un apartamento de 155 m² con 4 habitaciones y 4 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $220,000 ($1,419/m²). 4 Habitación Apartamento en venta en Bellavista 4 Habitación Apartamento en venta en Bellavista"
2024-09-06,216720,Fazwaz,2.0,"Tumbaco, Quito",129.0,2,N/A,"Esta propiedad es un apartamento de 129 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $216,720 ($1,680/m²). 2 Habitación Apartamento en venta en S 202: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 2 Habitación Apartamento en venta en S 202: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-06,131090,Fazwaz,1.0,"Quito, Quito",64.0,1,N/A,"Esta propiedad es un apartamento de 64 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $131,090 ($2,048/m²). 1 Habitación Apartamento en venta en Carolina 301: New Condo for Sale Centrally Located in the Heart of the Quito Business District - Qua 1 Habitación Apartamento en venta en Carolina 301: New Condo for Sale Centrally Located in the Heart of the Quito Business District - Qua"
2024-09-06,237920,Fazwaz,2.0,"Quito, Quito",110.0,3,N/A,"Esta propiedad es un apartamento de 110 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $237,920 ($2,163/m²). 3 Habitación Apartamento en venta en Carolina 1002: New Condo for Sale Centrally Located in the Heart of the Quito Business District - Qu 3 Habitación Apartamento en venta en Carolina 1002: New Condo for Sale Centrally Located in the Heart of the Quito Business District - Qu"
2024-09-06,318050,Fazwaz,2.0,"Cumbaya, Quito",127.0,3,N/A,"Esta propiedad es un apartamento de 127 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $318,050 ($2,504/m²). 3 Habitación Apartamento en venta en #104 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #104 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,302150,Fazwaz,2.0,"Cumbaya, Quito",117.5,3,N/A,"Esta propiedad es un apartamento de 117.50 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $302,150 ($2,571/m²). 3 Habitación Apartamento en venta en #110 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #110 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,188203,Fazwaz,2.0,"Cumbaya, Quito",98.0,2,N/A,"Esta propiedad es un apartamento de 98 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $188,203 ($1,920/m²). 2 Habitación Apartamento en venta en K 202: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá 2 Habitación Apartamento en venta en K 202: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá"
2024-09-06,75000,Fazwaz,1.0,"Quito, Quito",106.0,3,N/A,"Esta propiedad es un apartamento de 106 m² con 3 habitaciones y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $75,000 ($708/m²). 3 Habitación Apartamento en venta en Apartment For Sale in Condado - Quito 3 Habitación Apartamento en venta en Apartment For Sale in Condado - Quito"
2024-09-06,326350,Fazwaz,2.0,"Cumbaya, Quito",154.85,3,N/A,"Esta propiedad es un apartamento de 154.85 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $326,350 ($2,108/m²). 3 Habitación Apartamento en venta en #2 Anantara: Exclusive Condo for Sale in Cumbayá 3 Habitación Apartamento en venta en #2 Anantara: Exclusive Condo for Sale in Cumbayá"
2024-09-06,180331,Fazwaz,2.0,"Cumbaya, Quito",98.0,2,N/A,"Esta propiedad es un apartamento de 98 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $180,331 ($1,840/m²). 2 Habitación Apartamento en venta en K 203: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá 2 Habitación Apartamento en venta en K 203: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá"
2024-09-06,95000,Fazwaz,3.0,"Quito, Quito",105.0,3,N/A,"Esta propiedad es un apartamento de 105 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $95,000 ($905/m²). 3 Habitación Apartamento en venta en Carcelen - Quito 3 Habitación Apartamento en venta en Carcelen - Quito"
2024-09-06,321278,Fazwaz,2.0,"Quito, Quito",165.0,2,N/A,"Esta propiedad es un apartamento de 165 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $321,278 ($1,947/m²). 2 Habitación Apartamento en venta en 201: Brand-new Condo with One of the Best Views of Quito's Historic Center 2 Habitación Apartamento en venta en 201: Brand-new Condo with One of the Best Views of Quito's Historic Center"
2024-09-06,228000,Fazwaz,4.0,"Quito, Quito",200.0,4,N/A,"Esta propiedad es un apartamento de 200 m² con 4 habitaciones y 4 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $228,000 ($1,140/m²). 4 Habitación Apartamento en venta en Zona Norte 4 Habitación Apartamento en venta en Zona Norte"
2024-09-06,91000,Fazwaz,2.0,"Pomasqui, Quito",102.0,2,N/A,"Esta propiedad es un apartamento de 102 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $91,000 ($892/m²). 2 Habitación Apartamento en venta en San Antonio - Quito 2 Habitación Apartamento en venta en San Antonio - Quito"
2024-09-06,389858,Fazwaz,3.0,"Cumbaya, Quito",182.0,3,N/A,"Esta propiedad es un apartamento de 182 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $389,858 ($2,142/m²). 3 Habitación Apartamento en venta en K 104: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá 3 Habitación Apartamento en venta en K 104: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá"
2024-09-06,240000,Fazwaz,3.0,"Quito, Quito",138.0,3,N/A,"Esta propiedad es un apartamento de 138 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $240,000 ($1,739/m²). 3 Habitación Apartamento en venta en La Carolina - Quito 3 Habitación Apartamento en venta en La Carolina - Quito"
2024-09-06,271050,Fazwaz,2.0,"Cumbaya, Quito",109.0,2,N/A,"Esta propiedad es un apartamento de 109 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $271,050 ($2,487/m²). 2 Habitación Apartamento en venta en #102 KIRO Cumbayá: INVESTOR ALERT! Luxury 2BR Condo in Zone with High Appreciation 2 Habitación Apartamento en venta en #102 KIRO Cumbayá: INVESTOR ALERT! Luxury 2BR Condo in Zone with High Appreciation"
2024-09-06,123480,Fazwaz,1.0,"Tumbaco, Quito",71.0,1,N/A,"Esta propiedad es un apartamento de 71 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $123,480 ($1,739/m²). 1 Habitación Apartamento en venta en S 103: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 1 Habitación Apartamento en venta en S 103: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-06,238000,Fazwaz,2.0,"Quito, Quito",152.0,3,N/A,"Esta propiedad es un apartamento de 152 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $238,000 ($1,566/m²). 3 Habitación Apartamento en venta en Condado - Quito 3 Habitación Apartamento en venta en Condado - Quito"
2024-09-06,125000,Fazwaz,1.0,"Quito, Quito",150.0,1,N/A,"Esta propiedad es un apartamento de 150 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $125,000 ($833/m²). 1 Habitación Apartamento en venta en La Carolina - Quito 1 Habitación Apartamento en venta en La Carolina - Quito"
2024-09-06,264100,Fazwaz,2.0,"Cumbaya, Quito",134.0,3,N/A,"Esta propiedad es un apartamento de 134 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $264,100 ($1,971/m²). 3 Habitación Apartamento en venta en #317 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #317 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,159696,Fazwaz,1.0,"Quito, Quito",100.0,2,N/A,"Esta propiedad es un apartamento de 100 m² con 2 habitaciones y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $159,696 ($1,597/m²). 2 Habitación Apartamento en venta en 101: Brand-new Condo with One of the Best Views of Quito's Historic Center 2 Habitación Apartamento en venta en 101: Brand-new Condo with One of the Best Views of Quito's Historic Center"
2024-09-06,143000,Fazwaz,1.0,"Cumbaya, Quito",66.0,1,N/A,"Esta propiedad es un apartamento de 66 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $143,000 ($2,167/m²). 1 Habitación Apartamento en venta en #15 Anantara: Exclusive Condo for Sale in Cumbayá 1 Habitación Apartamento en venta en #15 Anantara: Exclusive Condo for Sale in Cumbayá"
2024-09-06,345150,Fazwaz,2.0,"Cumbaya, Quito",134.5,3,N/A,"Esta propiedad es un apartamento de 134.50 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $345,150 ($2,566/m²). 3 Habitación Apartamento en venta en #112 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #112 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,323400,Fazwaz,2.0,"Cumbaya, Quito",147.1,3,N/A,"Esta propiedad es un apartamento de 147.10 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $323,400 ($2,198/m²). 3 Habitación Apartamento en venta en #4 Anantara: Exclusive Condo for Sale in Cumbayá 3 Habitación Apartamento en venta en #4 Anantara: Exclusive Condo for Sale in Cumbayá"
2024-09-06,216045,Fazwaz,2.0,"Tumbaco, Quito",129.0,2,N/A,"Esta propiedad es un apartamento de 129 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $216,045 ($1,675/m²). 2 Habitación Apartamento en venta en S 102: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 2 Habitación Apartamento en venta en S 102: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-06,297850,Fazwaz,2.0,"Cumbaya, Quito",123.5,3,N/A,"Esta propiedad es un apartamento de 123.50 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $297,850 ($2,412/m²). 3 Habitación Apartamento en venta en #212 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #212 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,132240,Fazwaz,1.0,"Tumbaco, Quito",79.0,1,N/A,"Esta propiedad es un apartamento de 79 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $132,240 ($1,674/m²). 1 Habitación Apartamento en venta en S 210: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 1 Habitación Apartamento en venta en S 210: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-06,195045,Fazwaz,2.0,"Tumbaco, Quito",119.0,2,N/A,"Esta propiedad es un apartamento de 119 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $195,045 ($1,639/m²). 2 Habitación Apartamento en venta en S 104: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 2 Habitación Apartamento en venta en S 104: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-06,324700,Fazwaz,2.0,"Cumbaya, Quito",128.0,3,N/A,"Esta propiedad es un apartamento de 128 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $324,700 ($2,537/m²). 3 Habitación Apartamento en venta en #106 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #106 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,328850,Fazwaz,2.0,"Cumbaya, Quito",131.0,3,N/A,"Esta propiedad es un apartamento de 131 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $328,850 ($2,510/m²). 3 Habitación Apartamento en venta en #105 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #105 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-06,140525,Fazwaz,2.0,"Quito, Quito",90.72,2,N/A,"Esta propiedad es un apartamento de 90.72 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $140,525 ($1,549/m²). 2 Habitación Apartamento en venta en D 404 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location 2 Habitación Apartamento en venta en D 404 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location"
2024-09-06,169922,Fazwaz,2.0,"Quito, Quito",101.82,3,N/A,"Esta propiedad es un apartamento de 101.82 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $169,922 ($1,669/m²). 3 Habitación Apartamento en venta en E 805 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location 3 Habitación Apartamento en venta en E 805 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location"
2024-09-07,188075,Intramuros Constructora,2.0,Distrito Metropolitano de Quito,101.0,2,N/A,Edificio Nuovo - Departamento 102
2024-09-07,156000,Emma Barragán,3.0,Distrito Metropolitano de Quito,110.0,2,N/A,"Estacionamiento, Internet, Balcón, Cocina equipada, Cocina integral, Jacuzzi, Vista panorámica, Patio, Cuarto de servicio, Alarma, Armario empotrado, Agua, Electricidad, Sin amoblar, Terraza, Seguridad, Gimnasio, Piscina, Área para niños, Ascensor, Sauna, Jardín, Conserje, Parrilla, Garita de guardianía, Acceso para personas con discapacidad Venta Departamento 2 Dormitorios, Cumbayá"
2024-09-07,220920,GS CONSTRUCCIONES Y BIENES RAÍCES,3.0,Distrito Metropolitano de Quito,105.0,2,N/A,"Estacionamiento, Balcón, Cocina equipada, Cocina integral, Jacuzzi, Vista panorámica, Armario empotrado, Gas natural, Agua, Electricidad, Sin amoblar, Seguridad, Piscina, Área para niños, Ascensor, Jardín, Conserje, Parrilla, Garita de guardianía, Acceso para personas con discapacidad Hermoso Departamento Dos Dormitorios En Venta- Bellavista"
2024-09-07,135000,GS CONSTRUCCIONES Y BIENES RAÍCES,2.0,Distrito Metropolitano de Quito,100.0,3,N/A,"Estacionamiento, Cocina equipada, Jacuzzi, Vista panorámica, Armario empotrado, Agua, Electricidad, Sin amoblar, Terraza, Seguridad, Gimnasio, Piscina, Área para niños, Ascensor, Sauna, Jardín, Conserje, Parrilla, Garita de guardianía, Acceso para personas con discapacidad Vendo Acogedor Departamento 3 Dormitorios - Bellavista Baja"
2024-09-07,280000,GS CONSTRUCCIONES Y BIENES RAÍCES,5.0,Distrito Metropolitano de Quito,341.0,3,N/A,"Estacionamiento, Cocina equipada, Cocina integral, Armario empotrado, Gas natural, Chimenea, Agua, Electricidad, Completamente amoblado, Terraza, Gimnasio, Área para niños, Ascensor, Jardín, Conserje, Parrilla, Garita de guardianía, Acceso para personas con discapacidad Vendo Moderno Ph 3 Dormitorios Con Terraza Cubierta - Bellavista Baja"
