captura,precio,agencia,aseos,zona,superficie,habitaciones,gastos,extras
2024-09-11,188203,Fazwaz,2.0,"Cumbaya, Quito",98.0,2,,"Esta propiedad es un apartamento de 98 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $188,203 ($1,920/m²). 2 Habitación Apartamento en venta en K 202: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá 2 Habitación Apartamento en venta en K 202: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá"
2024-09-11,318050,Fazwaz,2.0,"Cumbaya, Quito",127.0,3,,"Esta propiedad es un apartamento de 127 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $318,050 ($2,504/m²). 3 Habitación Apartamento en venta en #104 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #104 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-11,302150,Fazwaz,2.0,"Cumbaya, Quito",117.5,3,,"Esta propiedad es un apartamento de 117.50 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $302,150 ($2,571/m²). 3 Habitación Apartamento en venta en #110 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #110 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-11,75000,Fazwaz,1.0,"Quito, Quito",106.0,3,,"Esta propiedad es un apartamento de 106 m² con 3 habitaciones y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $75,000 ($708/m²). 3 Habitación Apartamento en venta en Apartment For Sale in Condado - Quito 3 Habitación Apartamento en venta en Apartment For Sale in Condado - Quito"
2024-09-11,145890,Fazwaz,1.0,"Tumbaco, Quito",84.0,1,,"Esta propiedad es un apartamento de 84 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $145,890 ($1,737/m²). 1 Habitación Apartamento en venta en S 310: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 1 Habitación Apartamento en venta en S 310: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-11,323400,Fazwaz,2.0,"Cumbaya, Quito",147.1,3,,"Esta propiedad es un apartamento de 147.10 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $323,400 ($2,198/m²). 3 Habitación Apartamento en venta en #4 Anantara: Exclusive Condo for Sale in Cumbayá 3 Habitación Apartamento en venta en #4 Anantara: Exclusive Condo for Sale in Cumbayá"
2024-09-11,297850,Fazwaz,2.0,"Cumbaya, Quito",123.5,3,,"Esta propiedad es un apartamento de 123.50 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $297,850 ($2,412/m²). 3 Habitación Apartamento en venta en #212 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #212 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-11,132240,Fazwaz,1.0,"Tumbaco, Quito",79.0,1,,"Esta propiedad es un apartamento de 79 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $132,240 ($1,674/m²). 1 Habitación Apartamento en venta en S 210: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 1 Habitación Apartamento en venta en S 210: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-11,216045,Fazwaz,2.0,"Tumbaco, Quito",129.0,2,,"Esta propiedad es un apartamento de 129 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $216,045 ($1,675/m²). 2 Habitación Apartamento en venta en S 102: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 2 Habitación Apartamento en venta en S 102: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-11,95000,Fazwaz,3.0,"Quito, Quito",105.0,3,,"Esta propiedad es un apartamento de 105 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $95,000 ($905/m²). 3 Habitación Apartamento en venta en Carcelen - Quito 3 Habitación Apartamento en venta en Carcelen - Quito"
2024-09-11,195045,Fazwaz,2.0,"Tumbaco, Quito",119.0,2,,"Esta propiedad es un apartamento de 119 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $195,045 ($1,639/m²). 2 Habitación Apartamento en venta en S 104: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room 2 Habitación Apartamento en venta en S 104: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room"
2024-09-11,324700,Fazwaz,2.0,"Cumbaya, Quito",128.0,3,,"Esta propiedad es un apartamento de 128 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $324,700 ($2,537/m²). 3 Habitación Apartamento en venta en #106 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #106 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-11,328850,Fazwaz,2.0,"Cumbaya, Quito",131.0,3,,"Esta propiedad es un apartamento de 131 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $328,850 ($2,510/m²). 3 Habitación Apartamento en venta en #105 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #105 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-11,140525,Fazwaz,2.0,"Quito, Quito",90.72,2,,"Esta propiedad es un apartamento de 90.72 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $140,525 ($1,549/m²). 2 Habitación Apartamento en venta en D 404 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location 2 Habitación Apartamento en venta en D 404 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location"
2024-09-11,326350,Fazwaz,2.0,"Cumbaya, Quito",154.85,3,,"Esta propiedad es un apartamento de 154.85 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $326,350 ($2,108/m²). 3 Habitación Apartamento en venta en #2 Anantara: Exclusive Condo for Sale in Cumbayá 3 Habitación Apartamento en venta en #2 Anantara: Exclusive Condo for Sale in Cumbayá"
2024-09-11,180331,Fazwaz,2.0,"Cumbaya, Quito",98.0,2,,"Esta propiedad es un apartamento de 98 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $180,331 ($1,840/m²). 2 Habitación Apartamento en venta en K 203: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá 2 Habitación Apartamento en venta en K 203: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá"
2024-09-11,169922,Fazwaz,2.0,"Quito, Quito",101.82,3,,"Esta propiedad es un apartamento de 101.82 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $169,922 ($1,669/m²). 3 Habitación Apartamento en venta en E 805 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location 3 Habitación Apartamento en venta en E 805 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location"
2024-09-11,144751,Fazwaz,1.0,"Quito, Quito",84.0,1,,"Esta propiedad es un apartamento de 84 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $144,751 ($1,723/m²). 1 Habitación Apartamento en venta en 003: Brand-new Condo with One of the Best Views of Quito's Historic Center 1 Habitación Apartamento en venta en 003: Brand-new Condo with One of the Best Views of Quito's Historic Center"
2024-09-11,204283,Fazwaz,2.0,"Cumbaya, Quito",98.0,2,,"Esta propiedad es un apartamento de 98 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $204,283 ($2,085/m²). 2 Habitación Apartamento en venta en K 102: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá 2 Habitación Apartamento en venta en K 102: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá"
2024-09-11,136400,Fazwaz,1.0,"Cumbaya, Quito",71.5,1,,"Esta propiedad es un apartamento de 71.50 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $136,400 ($1,908/m²). 1 Habitación Apartamento en venta en #9 Anantara: Exclusive Condo for Sale in Cumbayá 1 Habitación Apartamento en venta en #9 Anantara: Exclusive Condo for Sale in Cumbayá"
2024-09-11,285700,Fazwaz,2.0,"Cumbaya, Quito",134.46,2,,"Esta propiedad es un apartamento de 134.46 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $285,700 ($2,125/m²). 2 Habitación Apartamento en venta en #1 Anantara: Exclusive Condo for Sale in Cumbayá 2 Habitación Apartamento en venta en #1 Anantara: Exclusive Condo for Sale in Cumbayá"
2024-09-11,243572,Fazwaz,2.0,"Cumbaya, Quito",129.0,3,,"Esta propiedad es un apartamento de 129 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $243,572 ($1,888/m²). 3 Habitación Apartamento en venta en K 101: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá 3 Habitación Apartamento en venta en K 101: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá"
2024-09-11,220000,Fazwaz,4.0,"Quito, Quito",155.0,4,,"Esta propiedad es un apartamento de 155 m² con 4 habitaciones y 4 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $220,000 ($1,419/m²). 4 Habitación Apartamento en venta en Bellavista 4 Habitación Apartamento en venta en Bellavista"
2024-09-11,264100,Fazwaz,2.0,"Cumbaya, Quito",134.0,3,,"Esta propiedad es un apartamento de 134 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $264,100 ($1,971/m²). 3 Habitación Apartamento en venta en #317 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation 3 Habitación Apartamento en venta en #317 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation"
2024-09-11,238000,Fazwaz,2.0,"Quito, Quito",152.0,3,,"Esta propiedad es un apartamento de 152 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $238,000 ($1,566/m²). 3 Habitación Apartamento en venta en Condado - Quito 3 Habitación Apartamento en venta en Condado - Quito"
2024-09-11,240000,Fazwaz,3.0,"Quito, Quito",138.0,3,,"Esta propiedad es un apartamento de 138 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $240,000 ($1,739/m²). 3 Habitación Apartamento en venta en La Carolina - Quito 3 Habitación Apartamento en venta en La Carolina - Quito"
2024-09-11,91000,Fazwaz,2.0,"Pomasqui, Quito",102.0,2,,"Esta propiedad es un apartamento de 102 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $91,000 ($892/m²). 2 Habitación Apartamento en venta en San Antonio - Quito 2 Habitación Apartamento en venta en San Antonio - Quito"
2024-09-11,150000,Fazwaz,1.5,"Quito, Quito",68.0,1,,"Vista de la Montaña, Vista del Parque, Mascotas: Solo pequeñas mascotas, Piscina Privada, Jacuzzi, Gimnasio Privado El departamento está ubicado en la ciudad de Quito a una cuadra y media del Parque la Carolina en el edificio One: Características del departamento: - 68,20 m2 - Terraza o balcón... 1 Habitación Apartamento en venta en La Carolina - Quito 1 Habitación Apartamento en venta en La Carolina - Quito"
2024-09-11,180000,Fazwaz,3.0,"Quito, Quito",228.0,4,,"Esta propiedad es un apartamento de 228 m² con 4 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $180,000 ($789/m²). 4 Habitación Apartamento en venta en Experience Living In The Mountains Of Quito In This Beautiful Condo 4 Habitación Apartamento en venta en Experience Living In The Mountains Of Quito In This Beautiful Condo"
2024-09-11,284089,Fazwaz,2.0,"Cumbaya, Quito",128.0,2,,"Esta propiedad es un apartamento de 128 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $284,089 ($2,219/m²). 2 Habitación Apartamento en venta en 305: Amazing Condos in the Heart of Cumbayá just minutes from Quito 2 Habitación Apartamento en venta en 305: Amazing Condos in the Heart of Cumbayá just minutes from Quito"
2024-09-11,152865,Fazwaz,1.0,"Cumbaya, Quito",63.0,1,,"Esta propiedad es un apartamento de 63 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $152,865 ($2,426/m²). 1 Habitación Apartamento en venta en 205: Amazing Condos in the Heart of Cumbayá just minutes from Quito 1 Habitación Apartamento en venta en 205: Amazing Condos in the Heart of Cumbayá just minutes from Quito"
