Precio|Título|Ubicación|Precio por m²|Área|Habitaciones|Baños|Descripción Características|Descripción Título|Última Actualización|Tipo de Propiedad|Enlace de Propiedad|Extras
318300|3 Habitación Apartamento en venta en #111 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Cumbaya, Quito|2393|133|3|2|Esta propiedad es un apartamento de 133 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $318,300 ($2,393/m²).|3 Habitación Apartamento en venta en #111 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-111-kiro-cumbaya-investor-alert-luxury-3br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u552192|N/A
359185|3 Habitación Apartamento en venta en K 301: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá|Cumbaya, Quito|1861|193|3|3|Esta propiedad es un apartamento de 193 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $359,185 ($1,861/m²).|3 Habitación Apartamento en venta en K 301: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-k-301-brand-new-modern-condos-for-sale-in-a-privileged-area-of-cumbaya-en-cumbaya-pichincha-u555354|N/A
292140|3 Habitación Apartamento en venta en S 101: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1679|174|3|3|Esta propiedad es un apartamento de 174 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $292,140 ($1,679/m²).|3 Habitación Apartamento en venta en S 101: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-s-101-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u555294|N/A
396390|3 Habitación Apartamento en venta en S 308: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1625|244|3|4|Esta propiedad es un apartamento de 244 m² con 3 habitaciones y 4 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $396,390 ($1,625/m²).|3 Habitación Apartamento en venta en S 308: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-s-308-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u555234|N/A
376815|3 Habitación Apartamento en venta en S 108: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1551|243|3|4|Esta propiedad es un apartamento de 243 m² con 3 habitaciones y 4 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $376,815 ($1,551/m²).|3 Habitación Apartamento en venta en S 108: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-s-108-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u555504|N/A
291015|3 Habitación Apartamento en venta en S 105: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1635|178|3|3|Esta propiedad es un apartamento de 178 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $291,015 ($1,635/m²).|3 Habitación Apartamento en venta en S 105: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-s-105-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u555592|N/A
253518|2 Habitación Apartamento en venta en S 106: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1773|143|2|2|Esta propiedad es un apartamento de 143 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $253,518 ($1,773/m²).|2 Habitación Apartamento en venta en S 106: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-s-106-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u555680|N/A
325860|3 Habitación Apartamento en venta en S 407: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1697|192|3|3|Esta propiedad es un apartamento de 192 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $325,860 ($1,697/m²).|3 Habitación Apartamento en venta en S 407: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-s-407-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u553540|N/A
145890|1 Habitación Apartamento en venta en S 310: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1737|84|1|1|Esta propiedad es un apartamento de 84 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $145,890 ($1,737/m²).|1 Habitación Apartamento en venta en S 310: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-apartamento-en-venta-en-s-310-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u553360|N/A
203580|2 Habitación Apartamento en venta en S 404: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1834|111|2|2|Esta propiedad es un apartamento de 111 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $203,580 ($1,834/m²).|2 Habitación Apartamento en venta en S 404: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-s-404-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u553640|N/A
318050|3 Habitación Apartamento en venta en #104 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Cumbaya, Quito|2504|127|3|2|Esta propiedad es un apartamento de 127 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $318,050 ($2,504/m²).|3 Habitación Apartamento en venta en #104 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-104-kiro-cumbaya-investor-alert-luxury-3br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u552388|N/A
75000|3 Habitación Apartamento en venta en Apartment For Sale in Condado - Quito|Quito, Quito|708|106|3|1|Esta propiedad es un apartamento de 106 m² con 3 habitaciones y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $75,000 ($708/m²).|3 Habitación Apartamento en venta en Apartment For Sale in Condado - Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-apartment-for-sale-in-condado-quito-en-quito-pichincha-u552576|N/A
328850|3 Habitación Apartamento en venta en #105 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Cumbaya, Quito|2510|131|3|2|Esta propiedad es un apartamento de 131 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $328,850 ($2,510/m²).|3 Habitación Apartamento en venta en #105 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-105-kiro-cumbaya-investor-alert-luxury-3br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u552626|N/A
302150|3 Habitación Apartamento en venta en #110 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Cumbaya, Quito|2571|117.50|3|2|Esta propiedad es un apartamento de 117.50 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $302,150 ($2,571/m²).|3 Habitación Apartamento en venta en #110 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-110-kiro-cumbaya-investor-alert-luxury-3br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u552408|N/A
188203|2 Habitación Apartamento en venta en K 202: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá|Cumbaya, Quito|1920|98|2|2|Esta propiedad es un apartamento de 98 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $188,203 ($1,920/m²).|2 Habitación Apartamento en venta en K 202: Brand New Modern Condos for Sale In a Privileged Area of Cumbayá|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-k-202-brand-new-modern-condos-for-sale-in-a-privileged-area-of-cumbaya-en-cumbaya-pichincha-u552436|N/A
140525|2 Habitación Apartamento en venta en D 404 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location|Quito, Quito|1549|90.72|2|2|Esta propiedad es un apartamento de 90.72 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $140,525 ($1,549/m²).|2 Habitación Apartamento en venta en D 404 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-d-404-torre-cantabria-new-condo-for-sale-with-views-of-quito-in-great-location-en-quito-pichincha-u552646|N/A
233926|3 Habitación Apartamento en venta en IB 9B: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Quito, Quito|2146|109|3|2|Esta propiedad es un apartamento de 109 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $233,926 ($2,146/m²).|3 Habitación Apartamento en venta en IB 9B: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-ib-9b-new-condo-for-sale-in-quiet-neighborhood-of-quito-with-stunning-views-and-all-the-amenities-en-quito-pichincha-u557772|N/A
257290|3 Habitación Apartamento en venta en IB 12B: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Quito, Quito|2427|106|3|2|Esta propiedad es un apartamento de 106 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $257,290 ($2,427/m²).|3 Habitación Apartamento en venta en IB 12B: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-ib-12b-new-condo-for-sale-in-quiet-neighborhood-of-quito-with-stunning-views-and-all-the-amenities-en-quito-pichincha-u557800|N/A
284993|2 Habitación Apartamento en venta en OH 9001 O: Brand-new Completed Condo for Sale in Upscale District with Views of Quito - Showcasing C|Quito, Quito|3167|90|2|2|Esta propiedad es un apartamento de 90 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $284,993 ($3,167/m²).|2 Habitación Apartamento en venta en OH 9001 O: Brand-new Completed Condo for Sale in Upscale District with Views of Quito - Showcasing C|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-oh-9001-o-brand-new-completed-condo-for-sale-in-upscale-district-with-views-of-quito-showcasing-c-en-quito-pichincha-u558562|N/A
212319|3 Habitación Apartamento en venta en IB 10B: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Quito, Quito|2003|106|3|2|Esta propiedad es un apartamento de 106 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $212,319 ($2,003/m²).|3 Habitación Apartamento en venta en IB 10B: New Condo for Sale in Quiet Neighborhood of Quito with Stunning Views and All the Amenities|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-ib-10b-new-condo-for-sale-in-quiet-neighborhood-of-quito-with-stunning-views-and-all-the-amenities-en-quito-pichincha-u558590|N/A
